"","Violation Code","Issuer Precinct","Issuer Code","Vehicle Year","Feet From Curb","Violation Location","feet"
"1",0.773228660641772,1.00201965824047,2.66264418874236,0.547817628847206,-0.146798331271761,1.54152566700895,"T"
"2",1.73429620628718,-0.518274023579916,-0.00502118109074554,0.559535796083915,-0.146798331271761,-0.995255386208107,"T"
"3",0.621481153434602,-0.565293415801165,-0.0668313923841111,0.563051246254928,-0.146798331271761,-1.07371253218389,"T"
"4",0.0650736270083131,-0.784717246166994,-1.58647179206499,0.548989445570877,-0.146798331271761,NA,"T"
"5",0.166238631813093,1.00201965824047,-0.00851250645411873,0.563051246254928,-0.146798331271761,1.54152566700895,"T"
"6",1.83546121109196,-0.486927762099083,-0.00860123136805452,0.561879429531257,-0.146798331271761,-0.94295062222425,"T"
"7",0.520316148629822,-0.471254631358667,2.49738960029127,0.534927644886825,-0.146798331271761,-0.916798240232322,"T"
"8",-1.04774142584426,-0.502600892839499,-0.032006863664315,0.554848529189231,-0.146798331271761,-0.969103004216179,"T"
"9",0.570898651032212,0.296728774921735,2.62498489902232,-1.79698763521835,-0.146798331271761,0.364668477372172,"T"
"10",-0.693663909027535,0.0302855523346571,-0.0158190031167307,0.554848529189231,-0.146798331271761,-0.0799220164906118,"T"
"11",1.98720871829913,1.01769278898089,-0.109450404793166,-1.79698763521835,-0.146798331271761,1.56767804900088,"T"
"12",1.73429620628718,-0.580966546541581,-0.00558902053993457,0.559535796083915,-0.146798331271761,-1.09986491417582,"T"
"13",0.570898651032212,0.688557043432145,2.51462441482329,0.552504895741889,-0.146798331271761,1.01847802717038,"T"
"14",1.83546121109196,0.92365400453839,0.000386602413640645,0.561879429531257,-0.146798331271761,1.41076375704931,"T"
"15",-0.187838885003636,-0.580966546541581,0.0262676598087095,-1.79698763521835,-0.146798331271761,-1.09986491417582,"T"
"16",1.83546121109196,-0.0480801013674248,0.00254705406797704,0.563051246254928,-0.146798331271761,-0.210683926450254,"T"
"17",-1.40181894266099,-0.784717246166994,-1.58647179206499,0.564223062978599,-0.146798331271761,NA,"T"
"18",-0.693663909027535,0.688557043432145,0.00241396669707337,-1.79698763521835,-0.146798331271761,1.01847802717038,"T"
"19",1.78487870868957,-0.377215846916169,-0.0356933838383469,-1.79698763521835,-0.146798331271761,-0.759883948280751,"T"
"20",-0.693663909027535,1.00201965824047,-0.0160097616816927,0.537271278334167,-0.146798331271761,1.54152566700895,"T"
"21",0.166238631813093,0.0302855523346571,0.0163570869220822,0.559535796083915,-0.146798331271761,-0.0799220164906118,"T"
"22",1.83546121109196,-0.0324069706270084,-0.119112547920773,0.561879429531257,-0.146798331271761,-0.184531544458326,"T"
"23",0.368568641422653,-0.471254631358667,0.0262499148259224,0.561879429531257,-0.146798331271761,-0.916798240232322,"T"
"24",0.0650736270083131,-0.784717246166994,-1.58647179206499,0.564223062978599,-0.146798331271761,NA,"T"
"25",0.115656129410703,0.970673396759639,0.0240406644689213,0.56539487970227,-0.146798331271761,1.48922090302509,"T"
"26",-0.946576421039485,-0.706351592464912,-0.00850363396272515,0.552504895741889,-0.146798331271761,-1.30908397011125,"T"
"27",2.39186873751825,-0.690678461724496,0.00552821117621947,0.564223062978599,-0.146798331271761,-1.28293158811932,"T"
"28",1.83546121109196,-0.408562108397001,-0.00975465524921974,0.551333079018218,-0.146798331271761,-0.812188712264608,"T"
"29",-0.693663909027535,-0.345869585435336,0.0217604341807716,0.554848529189231,-0.146798331271761,-0.707579184296894,"T"
"30",-1.04774142584426,-0.62798593876283,-0.00581970531616762,-1.79698763521835,-0.146798331271761,-1.17832206015161,"T"
"31",0.166238631813093,0.688557043432145,0.0154654015370275,0.543130361952522,-0.146798331271761,1.01847802717038,"T"
"32",0.166238631813093,-0.502600892839499,-0.00966149408958717,0.561879429531257,-0.146798331271761,-0.969103004216179,"T"
"33",0.773228660641772,1.00201965824047,0.0204961041571866,-1.79698763521835,-0.146798331271761,1.54152566700895,"T"
"34",0.0650736270083131,-0.784717246166994,-1.58647179206499,0.554848529189231,-0.146798331271761,NA,"T"
"35",-0.693663909027535,0.296728774921735,-0.109015652714881,-1.79698763521835,-0.146798331271761,0.364668477372172,"T"
"36",-0.693663909027535,0.187016859738821,-0.0109346966045657,0.558363979360244,-0.146798331271761,0.181601803428673,"T"
"37",1.83546121109196,-0.706351592464912,0.00570122475839425,0.563051246254928,-0.146798331271761,-1.30908397011125,"T"
"38",1.73429620628718,-0.565293415801165,-0.00238605114685268,-1.79698763521835,-0.146798331271761,-1.07371253218389,"T"
"39",0.267403636617873,-0.518274023579916,-0.0360882097053612,-1.79698763521835,4.35969330666879,-0.995255386208107,"F"
"40",1.73429620628718,-0.565293415801165,0.00559475486167131,-1.79698763521835,-0.146798331271761,-1.07371253218389,"T"
"41",-0.693663909027535,-0.784717246166994,0.754193471212082,0.561879429531257,-0.146798331271761,0.286211331396386,"T"
"42",2.39186873751825,-0.580966546541581,0.0156117976450216,0.554848529189231,-0.146798331271761,-1.09986491417582,"T"
"43",0.115656129410703,-0.62798593876283,0.0281974266868129,0.554848529189231,-0.146798331271761,-1.17832206015161,"T"
"44",0.0650736270083131,-0.784717246166994,-1.58647179206499,0.559535796083915,-0.146798331271761,NA,"T"
"45",1.73429620628718,-0.502600892839499,-0.0198426779637187,0.55367671246556,-0.146798331271761,-0.969103004216179,"T"
"46",0.570898651032212,5.50020818073997,2.54778535140679,0.54078672850518,-0.146798331271761,-0.94295062222425,"T"
"47",-1.04774142584426,0.453460082325899,0.0167164228235221,0.563051246254928,-0.146798331271761,0.626192297291456,"T"
"48",0.0650736270083131,-0.784717246166994,-1.58647179206499,0.554848529189231,-0.146798331271761,NA,"T"
"49",0.166238631813093,-0.486927762099083,0.00252043659379631,0.557192162636573,-0.146798331271761,-0.94295062222425,"T"
"50",1.78487870868957,-0.486927762099083,-0.00975465524921974,0.561879429531257,-0.146798331271761,-0.94295062222425,"T"
"51",0.115656129410703,-0.345869585435336,0.0165345367499538,-1.79698763521835,-0.146798331271761,-0.707579184296894,"T"
"52",0.166238631813093,0.860961481576725,-0.0113650124371543,0.560707612807586,-0.146798331271761,1.3061542290816,"T"
"53",1.78487870868957,0.845288350836308,0.00434373357517672,0.539614911781509,-0.146798331271761,1.28000184708967,"T"
"54",-1.04774142584426,1.73865680304004,2.64727259740299,0.560707612807586,-0.146798331271761,-0.969103004216179,"T"
"55",-1.40181894266099,-0.784717246166994,-1.58647179206499,0.548989445570877,-0.146798331271761,NA,"T"
"56",-1.50298394746577,-0.784717246166994,-1.58647179206499,0.559535796083915,-0.146798331271761,NA,"T"
"57",0.0650736270083131,-0.784717246166994,-1.58647179206499,0.55367671246556,-0.146798331271761,NA,"T"
"58",0.166238631813093,0.92365400453839,0.0188768744778585,-1.79698763521835,-0.146798331271761,1.41076375704931,"T"
"59",0.115656129410703,0.249709382700486,0.028006668121851,0.563051246254928,-0.146798331271761,0.286211331396386,"T"
"60",0.115656129410703,-0.486927762099083,0.0262099886146513,-1.79698763521835,-0.146798331271761,-0.94295062222425,"T"
"61",-1.04774142584426,0.453460082325899,-0.00114390235175167,0.556020345912902,-0.146798331271761,0.626192297291456,"T"
"62",-0.693663909027535,-0.0637532321078412,-0.0181702133360291,-1.79698763521835,-0.146798331271761,-0.236836308442182,"T"
"63",-0.693663909027535,-0.11077262432909,0.020593701562516,0.561879429531257,-0.146798331271761,-0.315293454417968,"T"
"64",-0.744246411429925,-0.643659069503247,-0.0048703487370547,-1.79698763521835,-0.146798331271761,-1.20447444214353,"T"
"65",-0.693663909027535,0.892307743057557,-0.0538598099666992,0.55367671246556,-0.146798331271761,1.35845899306545,"T"
"66",-0.693663909027535,0.453460082325899,-0.00236830616406552,0.550161262294548,-0.146798331271761,0.626192297291456,"T"
"67",0.166238631813093,-0.0950994935886739,0.00450787466595792,0.554848529189231,-0.146798331271761,-0.289141072426039,"T"
"68",-1.04774142584426,-0.0637532321078412,-0.115780927402485,-1.79698763521835,-0.146798331271761,-0.236836308442182,"T"
"69",1.78487870868957,0.312401905662152,0.0218314141119202,0.55367671246556,-0.146798331271761,0.3908208593641,"T"
"70",0.0650736270083131,-0.784717246166994,-1.58647179206499,0.564223062978599,-0.146798331271761,NA,"T"
"71",2.18953872790869,-0.690678461724496,-0.0284090684042188,0.556020345912902,-0.146798331271761,-1.28293158811932,"T"
"72",-0.794828913832315,1.00201965824047,0.00865132814675915,0.551333079018218,-0.146798331271761,1.54152566700895,"T"
"73",-0.895993918637095,-0.565293415801165,0.0164546843274116,-1.79698763521835,-0.146798331271761,-1.07371253218389,"T"
"74",-1.04774142584426,-0.62798593876283,-0.0628210262742136,-1.79698763521835,-0.146798331271761,-1.17832206015161,"T"
